Municipio,Circunscripcion,Partido,Candidato,Votos,Partido_Votos,Partido_P,P
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,DEISY DORELLY GUANARO CHAVITA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,DIBIER SANCHEZ,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,GERMAN ANTONIO MARMOLEJO RENTERIA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,HERIBERTO GONGORA VANEGAS,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,INGRID BETANCOURT PULECIO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JOHN FRAN PINCHAO BLANCO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JORGE ALBERTO DUQUE ZAPATA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JOSE LUIS LEON MUNCA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JUAN CARLOS CARDENAS REY,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JUAN FERNANDO BETANCUR GONZALEZ,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JULIA ELENA GUTIERREZ DE PIÑERES JALILIE,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,LUIS JAIME SALGAR VEGALARA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,LUZ DARY OTERO DORIA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,LUZ MERY GALINDO GALINDO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,MARTHA LETICIA SUAREZ ACUÑA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,MERCEDES CIFUENTES GALINDO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NERY POLANIA ARCINIEGAS,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NILLY YULIANA REYES AGUDELO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NOLBERTO CARDOSO CASTRO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NORMA CONSTANZA AGUDELO RIVERA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,OSCAR ENRIQUE ORTIZ GONZALEZ,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,OSCAR HORACIO FRANCO DURAN,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,SANDRA XIMENA ROJAS GALLEGO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,SILVERIO GOMEZ CARMONA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,SOFIA ALEJANDRA GAVIRIA CORREA,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,YENNIFER ANDREA LUCUMI GOMEZ,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PARTIDO POLÍTICO OXÍGENO,YOLANDA AREVALO PERDOMO,0,34,0.1%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,ALEJANDRA ZULUAGA FRANCO,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,BERNARDO SEGURA ORTIZ,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,CARLOS ALBERTO GARCIA GRACIA,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,EISYS LINETH SALAMANCA RODRIGUEZ,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,MARTHA CECILIA VERA,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,NANCY STELLA VERGARA MUÑOZ,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,RAQUEL VICTORIA SIERRA CASSIANI,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,VIVIAN ESTEFANI LOZANO ARANGO,0,32,0.09%,0.0%
SANTA ROSA DE CABAL,NACIONAL,PATRIOTAS,VIVIANA MELISSA BELTRAN HOYOS,0,32,0.09%,0.0%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN CAMILO VELEZ LONDOÑO,18,701,11.94%,0.3%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,OSCAR EDUARDO APOLINAR MARTINEZ,17,708,12.06%,0.28%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,MARYI ALEJANDRA RODRIGUEZ FONSECA,17,750,12.78%,0.28%
SANTUARIO,NACIONAL,AHORA COLOMBIA,JENNIFER DALLEY PEDRAZA SANDOVAL,16,662,11.28%,0.27%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,TERESA JULITH SIMAHAN VALDERRAMA,16,677,11.53%,0.27%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ALIX YIRLEY VARGAS TORRADO,16,750,12.78%,0.27%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,ALIANZA POR COLOMBIA,15,677,11.53%,0.25%
SANTUARIO,NACIONAL,CREEMOS,LUIS ERNESTO RIVERA ESCOBAR,15,176,2.99%,0.25%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JOSE MANUEL ROMERO LAGO,15,701,11.94%,0.25%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,MARTHA JUDITH ARIAS VARGAS,15,701,11.94%,0.25%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,BEATRIZ ELENA YEPES GOMEZ,15,750,12.78%,0.25%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JUAN CARLOS LOZADA VARGAS,15,750,12.78%,0.25%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,MARLY YANETH ORJUELA PEÑALOZA,14,677,11.53%,0.23%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,DAVID SANTIAGO REYES OSORIO,14,457,7.78%,0.23%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,EDGAR ALFONSO GOMEZ ROMAN,14,677,11.53%,0.23%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,WILLIAN FERNEY ALJURE MARTINEZ,14,677,11.53%,0.23%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,GERSON AUGUSTO RAMIREZ TERAN,14,701,11.94%,0.23%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JORGE ALIRIO RAYO LOZADA,14,701,11.94%,0.23%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LORENA CASTAÑO ARAGON,14,708,12.06%,0.23%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,14,708,12.06%,0.23%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JAIME ENRIQUE DURAN BARRERA,14,750,12.78%,0.23%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JELITZA FERNANDA RESTREPO AVILA,14,750,12.78%,0.23%
SANTUARIO,NACIONAL,AHORA COLOMBIA,MANUEL HUMBERTO RODRIGUEZ,13,662,11.28%,0.22%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,ALAN JESUS EDMUNDO JARA URZOLA,13,677,11.53%,0.22%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,GERARDO SOTOMONTE ANGULO,13,668,11.38%,0.22%
SANTUARIO,NACIONAL,CREEMOS,GUSTAVO ALONSO PINEDO POLO,13,176,2.99%,0.22%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,EBERTO ENRIQUE DIAZ MONTES,13,677,11.53%,0.22%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,ELBERT IVAN DUQUE GUERRERO,13,677,11.53%,0.22%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,JOSE ALBEIRO VERGARA GUTIERREZ,13,677,11.53%,0.22%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,MARTA LILIANA RODAS CANO,13,677,11.53%,0.22%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ANDRES FELIPE CARO CARVAJAL,13,701,11.94%,0.22%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ANA MARCELA LUCERO MOLINA,13,750,12.78%,0.22%
SANTUARIO,NACIONAL,AHORA COLOMBIA,BERTHALY VIAFARA,12,662,11.28%,0.2%
SANTUARIO,NACIONAL,AHORA COLOMBIA,MARTHA LUCIA LINARES IBARRA,12,662,11.28%,0.2%
SANTUARIO,NACIONAL,AHORA COLOMBIA,NASLY ROCIO RESTAN COGOLLO,12,662,11.28%,0.2%
SANTUARIO,NACIONAL,AHORA COLOMBIA,NUBIA ESTHER COTRINA ROMERO,12,662,11.28%,0.2%
SANTUARIO,NACIONAL,AHORA COLOMBIA,YADIRES MARTINEZ RODRIGUEZ,12,662,11.28%,0.2%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,BLEYDI ROMERO RODRIGUEZ,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,CARLOS ALBERTO SUAREZ ALVAREZ,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,EYDER MANUEL BENAVIDES AGUAS,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,JOHANNA ASTRID ZORRO VARGAS,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,JOSE ALBEIRO CARDENAS LOPEZ,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,JOSE DEL CARMEN ABRIL ABRIL,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,OLGA INES RUBIANO CORREA,12,668,11.38%,0.2%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,RAFAEL TORRES MARTINEZ,12,668,11.38%,0.2%
SANTUARIO,NACIONAL,CREEMOS,MARIA CATALINA RAMIREZ VELEZ,12,176,2.99%,0.2%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,BLANCA LILIA HERRERA REINA,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,RONALD TENORIO FRANCO,12,677,11.53%,0.2%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,FERNAN CAMILO FORTICH BARRIOS,12,349,5.94%,0.2%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,RICHARD MANCERA MANCERA,12,349,5.94%,0.2%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,HAROLD ALBERTO ACOSTA ORTEGA,12,701,11.94%,0.2%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,HAROLD MILTON VALENCIA RUGE,12,701,11.94%,0.2%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN MANUEL QUIROGA DIAZ,12,701,11.94%,0.2%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,MARCOS DANIEL PINEDA GARCIA,12,701,11.94%,0.2%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,RUBEN DARIO GIRALDO CARVAJAL,12,701,11.94%,0.2%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,SWIGGY NUGETH ESPITIA YABRUDY,12,701,11.94%,0.2%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA EUGENIA JARABA MARTINEZ,12,708,12.06%,0.2%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MIGUEL ANGEL FLOREZ BUSTOS,12,708,12.06%,0.2%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,SARA ECHEVERRI GUTIERREZ,12,708,12.06%,0.2%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JUANITA DE LOS ANGELES ARIZA GUZMAN,12,750,12.78%,0.2%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,KELY JOHANA SERRANO DUARTE,12,750,12.78%,0.2%
SANTUARIO,NACIONAL,AHORA COLOMBIA,ALEJANDRO RUBIO SABOGAL,11,662,11.28%,0.18%
SANTUARIO,NACIONAL,AHORA COLOMBIA,ANDRES DANIEL NORIEGA SARMIENTO,11,662,11.28%,0.18%
SANTUARIO,NACIONAL,AHORA COLOMBIA,BERTILDA DOLORES ALMAZO PUSHAINA,11,662,11.28%,0.18%
SANTUARIO,NACIONAL,AHORA COLOMBIA,NELLY AMPARO FLOREZ VEGA,11,662,11.28%,0.18%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,ARIEL FERNANDO AVILA MARTINEZ,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,EUCLIDES RAFAEL ALSINA GRANADOS,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,FREDYS MANUEL SAAH ARROYO,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,HERMAN LOZANO BAEZ,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,MARIA ADELAIDA GARAVITO VELASQUEZ,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,MARIA DEL CARMEN CLAVIJO GOMEZ,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,WILLIAM JOSE MARTINEZ SEJIN,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,GLADIS ARIAS JIMENEZ,11,668,11.38%,0.18%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,HECTOR DAVID LINARES SALGADO,11,668,11.38%,0.18%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,HECTOR GUILLERMO BERNAL MALPICA,11,668,11.38%,0.18%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,ARTURO MANUEL BERMUDEZ MARTINEZ,11,457,7.78%,0.18%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,HERNANDO NARANJO BAYONA,11,457,7.78%,0.18%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,YALILE QUIÑONEZ OBANDO,11,457,7.78%,0.18%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,ANA ELISA IRAGORRI CASTRO,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,DOMINGO JOSE AYALA ESPITIA,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,GILBERTO CEDANO VILLABON,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,GUSTAVO ADOLFO SANABRIA REY,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,MAURICIO ANDRES VELEZ BEDOYA,11,677,11.53%,0.18%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,ENRIQUE GOMEZ MARTINEZ,11,349,5.94%,0.18%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,YAMILE ESTELA GALEANO QUINTERO,11,349,5.94%,0.18%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,CARLOS ARMANDO SUSSMAN PEÑA,11,701,11.94%,0.18%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,DANIEL MORENO MOTTA,11,701,11.94%,0.18%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,HECTOR MARINO ANGULO CAICEDO,11,701,11.94%,0.18%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,SYLVIA JULIANA ARCINIEGAS GOMEZ,11,701,11.94%,0.18%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANGELICA MARIA PEREIRA MUÑOZ,11,708,12.06%,0.18%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LIZETH JIMENA CARRION MARTINEZ,11,708,12.06%,0.18%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,WILLIAM MAURICIO JIMENEZ ROZO,11,708,12.06%,0.18%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ANA ELVIA FELIX FUQUEN,11,750,12.78%,0.18%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,BLANCA LUZ ESTRADA ALDANA,11,750,12.78%,0.18%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,EDGAR JOSE RUIZ DORANTES,11,750,12.78%,0.18%
SANTUARIO,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ROSALBINA VALENCIA GRACIANO,11,750,12.78%,0.18%
SANTUARIO,NACIONAL,AHORA COLOMBIA,CARLOS ANDRES NARANJO SIERRA,10,662,11.28%,0.17%
SANTUARIO,NACIONAL,AHORA COLOMBIA,HAROLD DE JESUS MAESTRE MERCADO,10,662,11.28%,0.17%
SANTUARIO,NACIONAL,AHORA COLOMBIA,JOHANA KATERINE BOCANEGRA GUTIERREZ,10,662,11.28%,0.17%
SANTUARIO,NACIONAL,AHORA COLOMBIA,JUAN JAVIER BAENA MERLANO,10,662,11.28%,0.17%
SANTUARIO,NACIONAL,AHORA COLOMBIA,RAWDY REALES ROIS,10,662,11.28%,0.17%
SANTUARIO,NACIONAL,AHORA COLOMBIA,SANDRA STELLA FONSECA ARENAS,10,662,11.28%,0.17%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,ANGELICA LISBETH LOZANO CORREA,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,JORGE LUIS ADECHINY HERNANDEZ,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,JUAN DAVID GOMEZ CAMACHO,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,MIGUEL ANDRES FORERO BOLIVAR,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,ALIANZA POR COLOMBIA,SEBASTIAN ROMERO RESTREPO,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CARLOS MARIO FARELO DAZA,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,EDGAR RICARDO ARDILA GALEANO,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,FABIAN DE JESUS HIGINIO GIRALDO,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,FRANCISCO JAVIER ALVARADO NIÑO,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,GRACE MILENA GRANADOS HERNANDEZ,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,HILDA ROCIO GIRALDO CARDONA,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,IDANIA MERCEDES ALFARO MARTINEZ,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,JONIS DARIO ECHEVERRI RAMIREZ,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,JOSE LUIS PEREZ OYUELA,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,LUZ MARINA RAMIREZ BETANCOURT,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,MILTON FERNANDO CUERVO PEREZ,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,OLGA LUCIA RAMOS SAJONA,10,668,11.38%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,ANIBAL JOSE LLANOS DE LA CRUZ,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,DANIEL EMILIO MENDOZA LEAL,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,FERNANDO ARDILA ARIAS,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,HERNANDO ARDILA GONZALEZ,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,JOSE RICARDO LANDAETA LOPEZ,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,MAIRA MARIA YANCE ARAUJO,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,MANUEL ANGEL GONZALEZ CRUZ,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,NAGUIB ALEXANDER QUESADA MARTINEZ,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,RICARDO MONROY BENITEZ,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,ROSAURA GUTIERREZ MADRIGAL,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,COALICIÓN FUERZA CIUDADANA,SANDRA ANGULO MINA,10,457,7.78%,0.17%
SANTUARIO,NACIONAL,CREEMOS,JUAN ALEJANDRO ANGEL ARANGO,10,176,2.99%,0.17%
SANTUARIO,NACIONAL,CREEMOS,JULIANA GUTIERREZ ZULUAGA,10,176,2.99%,0.17%
SANTUARIO,NACIONAL,CREEMOS,SARA JARAMILLO GALLEGO,10,176,2.99%,0.17%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,ANGELICA MARIA MONSALVE GAVIRIA,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,ARTURO PALACIOS ORTEGA,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,EDILSON HUERFANO ORDOÑEZ,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,HERNANDO NIÑO RIVERA,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,JORGE ALBERTO ROMERO CARDENAS,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,FRENTE AMPLIO UNITARIO,PEDRO JAIR SANCHEZ TELLEZ,10,677,11.53%,0.17%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,CARLOS ALBERTO CUARTAS QUICENO,10,349,5.94%,0.17%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,DIANA SOCORRO PERAFAN HURTADO,10,349,5.94%,0.17%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,LEONARDO CUERVO VEGA,10,349,5.94%,0.17%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,10,349,5.94%,0.17%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,PAULA ANDREA CASTILLO ESLAVA,10,349,5.94%,0.17%
SANTUARIO,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,PEDRO PABLO CONTRERAS PINILLOS,10,349,5.94%,0.17%
SANTUARIO,NACIONAL,PACTO HISTÓRICO SENADO,PACTO HISTÓRICO SENADO,10,10,0.17%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ALEXANDER BARRUETO RODRIGUEZ,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,CATALINA ARANGO RABITZ,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,GERMAN ALCIDES BLANCO ALVAREZ,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JOSE EDUARDO QUIROGA BARRIGA,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN CARLOS GARCIA GOMEZ,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN DAVID ESCOBAR CUBIDES,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,KATHERINE GALAN JIMENEZ,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,NELLY DELFINA FORERO RINCON,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,PEDRO DUARTE GONZALEZ,10,701,11.94%,0.17%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANGELA MARIA VARGAS RAMIREZ,10,708,12.06%,0.17%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CARMEN SOFIA LOPEZ PORTILLO,10,708,12.06%,0.17%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,HARVEY ALEXANDER GALVIS ARIAS,10,708,12.06%,0.17%
SANTUARIO,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JAVIER FERNANDEZ FRANCO,10,708,12.06%,0.17%
